5041.3766753972	-1.92333336671193
13789.0109957668	-2.05666661262512
12689.2002089188	-2.23999993006388
14466.644386046	-2.34666665395101
12750.9755843016	-2.4233333269755
14874.7182406944	-2.68333331743876
11371.4899845244	-2.37333329518636
11757.0559209508	-1.51666665077209
10926.5319465264	-0.686666667461395
11024.4715152548	0.0766666680574417
9806.80228514	0.419999986886978
10843.5040191632	0.089999998609225
8845.0131432756	-0.39999999354283
11450.568444094	-0.660000006357829
10859.3304399064	-0.830000003178914
13276.0610869388	-0.863333324591319
9153.5836007528	-0.863333344459534
10309.4863870772	-0.973333319028219
11579.6786964	-1.01333334048589
11210.2604928512	-0.966666678587596
12580.9001482524	-1.07333330313365
12469.8658257704	-1.14000002543132
13026.960169444	-0.813333332538605
12779.3699285972	-0.526666661103566
13369.977119154	-0.363333334525426
13201.1088429044	-0.263333325584729
13597.3986697408	-0.623333334922791
12907.3766739104	-0.81333331267039
14238.5242444956	-0.699999988079071
12910.2061346204	-0.350000003973643
13843.0449164224	-0.266666665673256
11094.8907125692	0.176666670789321
11997.6756658716	0.743333319822947
10971.3028989536	1.48000001907349
7200.0068891684	1.69666667779287
9534.6799256808	1.51333332061768
8976.9448445744	0.229999999205271
10323.9740806184	-0.886666655540466
11552.0519947828	-2.81333341201146
10022.1430301076	-2.40000001589457
9955.823954376	-4.72333319981893
8620.2641420016	-5.13666661580404
8289.5506360288	-6.70000012715658
8627.4564660368	-8.35000006357829
10317.0222844996	-8.80666669209798
11375.8361188136	-10.3699998855591
13013.7467517896	-10.7366666793823
13481.9907156616	-12.2233327229818
15824.3926718956	-12.3333333333333
15018.34653867	-13.0766665140788
16225.6830522328	-12.3266665140788
16237.0288622132	-11.8233331044515
14874.5800826728	-11.636666615804
13362.4121395496	-10.7533334096273
14520.857613102	-9.47666676839193
14100.8665111488	-9.18333307902018
14008.6488459484	-9.30666669209798
16866.851774116	-9.43666648864746
17435.104179058	-9.76666704813639
16427.6850526916	-9.61333338419596
16146.5166688352	-9.66333325703939
17986.8187431732	-9.59333356221517
17038.2353781304	-9.52000013987223
17069.9650858352	-9.42999998728434
17109.062292726	-9.29666678110758
